lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
4,119,138,253,57,10,186,90
4,297,166,278,43,20,221,90
4,405,204,255,57,10,257,90
4,259,230,272,41,20,297,90
4,192,292,256,54,30,355,90
4,101,330,272,38,30,383,90
4,217,398,257,58,10,438,90
4,378,429,275,32,20,477,90
4,248,484,257,59,20,535,90
4,91,520,269,29,20,579,90
4,79,563,259,59,10,639,90
4,505,611,269,35,20,681,90
4,328,663,259,58,30,721,90
4,437,705,270,37,40,771,90
4,97,743,260,58,20,823,90
4,435,803,268,38,30,858,90
4,311,837,264,61,20,920,90
4,279,937,262,62,10,1003,90
