lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
18,7,163,47,277,20,210,90
18,386,172,31,275,20,225,90
18,157,178,13,265,20,246,90
18,278,231,43,286,10,296,90
18,6,233,29,277,10,297,90
18,306,243,11,265,10,299,90
18,385,328,30,279,20,387,90
18,427,339,50,285,10,381,90
18,327,342,8,263,30,387,90
18,22,412,30,280,20,485,90
18,456,426,8,265,20,486,90
18,477,433,52,288,20,475,90
18,94,507,26,282,20,580,90
18,599,512,53,288,20,579,90
18,462,523,1,272,10,589,90
18,95,601,29,285,20,674,90
18,483,604,53,285,10,673,90
18,438,624,12,270,20,692,90
18,401,700,31,284,10,759,90
18,182,706,54,285,10,752,90
18,161,789,33,285,10,854,90
18,403,793,55,285,30,847,90
18,145,881,33,283,10,946,90
18,108,882,59,280,20,951,90
18,369,981,35,282,30,1031,90
18,585,1064,37,280,20,1133,90
