lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
23,562,36,184,233,19,66,10
23,175,42,220,238,12,72,10
23,764,55,201,255,16,85,10
23,737,56,237,243,9,86,10
23,130,60,240,246,20,90,10
23,229,61,243,244,30,91,10
23,368,61,215,260,9,91,10
23,495,68,210,268,30,98,10
23,379,71,210,271,20,101,10
23,652,78,239,254,10,108,10
23,156,80,208,274,30,110,10
23,450,83,221,281,20,113,10
23,149,85,222,283,20,115,10
23,29,92,222,284,10,122,10
23,391,92,238,250,20,122,10
23,582,93,211,274,20,123,10
23,161,98,248,286,35,128,10
23,692,105,237,247,30,135,10
23,133,107,213,271,10,137,10
23,503,107,225,288,20,137,10
23,436,120,236,243,20,150,10
23,147,122,230,290,20,152,10
23,697,122,211,266,10,152,10
23,162,132,234,243,20,162,10
23,744,144,220,296,20,174,10
23,145,145,231,243,10,175,10
23,543,157,230,241,10,187,10
23,631,162,220,288,20,192,10
23,683,175,217,289,20,205,10
23,598,188,217,286,10,218,10
23,10,200,218,284,20,230,10
23,463,213,220,283,10,243,10
23,474,486,206,286,19,516,10
23,663,617,209,283,24,647,10
23,335,679,246,247,21,709,10
23,392,679,246,244,33,709,10
23,486,696,241,275,18,726,10
23,364,920,243,275,31,950,10
23,91,956,246,298,19,986,10
23,745,1124,184,235,24,1154,10
23,210,1174,237,259,11,1204,10
23,278,1318,244,285,6,1348,10
