lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
5,479,107,73,225,20,167,90
5,465,122,58,231,10,197,90
5,44,174,73,226,20,222,90
5,52,176,55,232,10,255,90
5,262,254,70,225,30,329,90
5,357,276,53,232,20,339,90
5,190,354,70,227,10,413,90
5,554,372,52,231,10,427,90
5,130,446,68,229,10,507,90
5,343,460,52,233,10,523,90
5,213,536,67,230,10,600,90
5,263,555,53,234,20,611,90
5,12,629,63,233,20,696,90
5,541,640,49,234,20,713,90
5,290,724,63,229,20,789,90
5,325,741,51,238,20,802,90
5,552,817,64,226,30,883,90
5,198,825,53,237,20,901,90
5,277,914,59,223,20,977,90
5,432,932,58,235,10,985,90
5,280,1011,67,216,10,1082,90
5,81,1026,59,236,20,1075,90
