lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
1,640,91,279,247,12,121,10
1,366,102,299,227,25,132,10
1,346,105,305,198,20,135,10
1,584,107,307,196,20,137,10
1,573,114,308,196,10,144,10
1,668,118,317,183,29,148,10
1,264,120,320,211,6,150,10
1,287,121,321,212,30,151,10
1,660,121,321,209,30,151,10
1,496,126,310,196,20,156,10
1,410,134,324,216,20,164,10
1,708,139,313,194,10,169,10
1,798,144,328,243,20,174,10
1,516,145,324,217,30,175,10
1,428,156,312,200,30,186,10
1,796,156,329,241,20,186,10
1,635,158,321,217,20,188,10
1,492,168,310,200,30,198,10
1,637,170,320,216,20,200,10
1,160,171,329,236,10,201,10
1,779,181,319,217,10,211,10
1,591,182,308,204,30,212,10
1,315,185,328,239,10,215,10
1,662,193,318,219,20,223,10
1,751,197,327,241,20,227,10
1,110,198,302,203,30,228,10
1,702,208,327,242,40,238,10
1,214,222,323,243,20,252,10
1,485,227,280,224,20,257,10
1,135,233,322,242,10,263,10
1,644,260,297,240,37,290,10
1,776,311,305,255,11,341,10
1,234,471,294,249,8,501,10
1,570,520,315,237,33,550,10
1,780,829,335,202,23,859,10
1,787,1066,324,194,18,1096,10
