lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
24,235,101,140,118,10,261,90
24,337,104,136,117,10,264,90
24,531,564,189,112,20,724,90
24,203,670,176,121,20,830,90
24,556,765,173,125,10,925,90
24,491,1161,164,138,10,1321,90
24,663,1255,160,138,30,1415,90
24,202,1349,163,135,30,1509,90
24,673,1446,159,129,20,1606,90
24,484,1544,166,133,10,1704,90
24,496,1643,166,124,20,1803,90
24,358,1736,168,123,10,1896,90
24,410,1840,162,110,30,2000,90
24,10,1952,141,105,20,2112,90
24,527,2053,147,115,20,2213,90
24,399,2157,137,124,40,2317,90
24,518,2266,152,136,10,2426,90
24,317,2361,151,141,30,2521,90
24,633,2457,156,144,30,2617,90
24,772,3154,177,108,10,3314,90
