lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
5,749,233,382,54,40,263,10
5,587,234,383,53,10,264,10
5,601,234,397,73,15,264,10
5,47,237,359,23,30,267,10
5,174,237,358,23,20,267,10
5,594,243,385,55,20,273,10
5,307,244,360,23,20,274,10
5,195,254,385,56,10,284,10
5,294,256,353,3,20,286,10
5,100,257,363,24,20,287,10
5,622,265,386,57,10,295,10
5,693,275,369,19,10,305,10
5,433,279,341,33,27,309,10
5,688,279,389,54,30,309,10
5,136,291,390,52,10,321,10
5,107,293,364,25,40,323,10
5,593,304,391,54,20,334,10
5,20,305,364,27,20,335,10
5,648,306,353,65,24,336,10
5,647,317,362,28,10,347,10
5,196,321,396,59,20,351,10
5,173,330,363,30,10,360,10
5,612,340,364,55,17,370,10
5,455,341,386,60,30,371,10
5,28,344,359,30,20,374,10
5,277,402,313,64,29,432,10
5,654,547,369,6,16,577,10
5,313,589,325,45,8,619,10
5,259,591,381,12,15,621,10
5,49,658,348,41,16,688,10
5,667,747,377,29,22,777,10
5,658,803,339,3,8,833,10
5,696,839,355,41,9,869,10
5,536,950,384,53,13,980,10
5,178,964,391,42,44,994,10
5,202,966,339,69,26,996,10
5,799,1066,384,64,19,1096,10
5,25,1091,384,47,31,1121,10
5,205,1118,370,57,10,1148,10
5,422,1160,317,68,13,1190,10
