lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
20,600,56,168,204,20,115,90
20,577,77,166,226,30,123,90
20,367,130,166,203,30,168,90
20,344,145,165,228,20,194,90
20,250,209,165,204,20,272,90
20,142,242,167,229,20,283,90
20,21,306,161,210,10,370,90
20,457,333,169,235,10,384,90
20,99,403,162,206,30,461,90
20,226,422,170,237,10,479,90
20,320,492,162,203,30,558,90
20,298,526,182,238,10,580,90
20,579,601,163,202,20,632,90
20,14,626,173,233,30,680,90
20,252,677,164,202,30,737,90
20,27,722,174,228,20,775,90
20,289,772,163,200,10,827,90
20,581,815,175,227,30,864,90
20,365,902,177,225,10,963,90
20,451,1002,173,224,10,1051,90
