lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
12,565,652,22,205,20,772,10
12,646,698,21,204,30,818,10
12,511,742,20,204,20,862,10
12,421,760,0,155,9,880,10
12,732,765,49,187,20,885,10
12,576,795,21,201,20,915,10
12,21,863,14,201,10,983,10
12,324,939,14,210,10,1059,10
12,207,991,17,209,20,1111,10
12,125,1037,18,208,20,1157,10
12,363,1086,19,206,20,1206,10
12,712,1146,22,210,20,1266,10
12,581,1366,2,200,35,1486,10
12,406,1693,46,197,21,1813,10
12,295,1738,74,213,33,1858,10
12,619,2195,52,194,9,2315,10
12,775,3230,26,199,26,3350,10
12,92,4218,32,229,7,4338,10
12,186,4260,13,220,15,4380,10
12,429,4510,49,222,11,4630,10
12,108,4709,41,183,25,4829,10
12,339,4864,51,205,26,4984,10
