lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
24,703,703,55,324,10,823,10
24,506,740,87,365,20,860,10
24,256,754,53,326,20,874,10
24,559,794,84,363,20,914,10
24,197,802,51,326,10,922,10
24,460,846,82,365,30,966,10
24,179,854,48,326,20,974,10
24,686,860,91,388,2,980,10
24,190,867,79,344,16,987,10
24,613,903,47,328,50,1023,10
24,650,916,75,368,10,1036,10
24,425,960,75,367,10,1080,10
24,691,969,53,330,30,1089,10
24,479,983,67,318,15,1103,10
24,493,1014,52,331,10,1134,10
24,151,1021,60,319,29,1141,10
24,350,1040,82,360,10,1160,10
24,526,1066,52,334,30,1186,10
24,539,1088,84,360,40,1208,10
24,533,1132,84,359,20,1252,10
24,168,1143,61,333,10,1263,10
24,383,1181,83,357,10,1301,10
24,762,1203,60,328,10,1323,10
24,592,1230,85,358,10,1350,10
24,642,1238,68,386,16,1358,10
24,757,1275,86,357,10,1395,10
24,595,1318,65,335,4,1438,10
24,233,1612,92,384,26,1732,10
24,800,1798,80,365,18,1918,10
24,371,2245,97,387,37,2365,10
24,53,2290,108,395,12,2410,10
24,192,2674,90,311,12,2794,10
24,434,2702,55,341,14,2822,10
24,66,2726,68,378,10,2846,10
24,603,2726,72,315,11,2846,10
24,81,3142,105,360,10,3262,10
24,158,3839,74,351,32,3959,10
24,706,3937,102,377,16,4057,10
24,771,4956,77,319,12,5076,10
