lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
26,728,282,270,151,20,402,10
26,755,334,271,154,10,454,10
26,710,378,272,154,20,498,10
26,67,395,294,136,10,515,10
26,401,438,276,157,20,558,10
26,484,439,294,118,13,559,10
26,717,453,298,138,20,573,10
26,655,491,277,154,20,611,10
26,281,497,298,137,10,617,10
26,222,546,297,135,30,666,10
26,120,548,281,155,10,668,10
26,138,603,300,132,10,723,10
26,354,608,278,159,10,728,10
26,70,661,302,136,20,781,10
26,7,664,277,163,10,784,10
26,542,671,319,160,26,791,10
26,610,724,273,160,10,844,10
26,219,743,310,143,20,863,10
26,742,770,272,161,20,890,10
26,656,808,304,141,10,928,10
26,763,826,268,160,20,946,10
26,512,863,301,139,30,983,10
26,268,872,267,161,10,992,10
26,106,914,299,141,10,1034,10
26,352,967,300,144,10,1087,10
26,483,1593,308,178,4,1713,10
26,430,1832,297,137,18,1952,10
26,748,3402,273,182,18,3522,10
26,500,4119,285,184,9,4239,10
26,24,4153,325,130,19,4273,10
26,535,4257,321,144,16,4377,10
26,709,4355,285,136,11,4475,10
26,380,4575,256,145,12,4695,10
26,721,4669,319,113,26,4789,10
