lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
10,55,111,125,122,15,141,10
10,547,112,162,94,11,142,10
10,616,121,134,98,10,151,10
10,393,125,131,95,20,155,10
10,685,133,133,94,10,163,10
10,758,138,107,98,21,168,10
10,343,153,129,85,20,183,10
10,585,166,127,87,20,196,10
10,449,179,127,90,20,209,10
10,51,190,126,91,30,220,10
10,166,204,125,95,10,234,10
10,72,216,127,94,10,246,10
10,620,228,128,93,10,258,10
10,781,239,128,94,10,269,10
10,183,250,128,95,10,280,10
10,574,674,114,88,24,704,10
10,388,866,126,90,31,896,10
10,284,950,118,122,20,980,10
10,609,1169,102,118,22,1199,10
