lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
21,173,39,161,112,10,88,90
21,109,55,175,101,20,95,90
21,233,57,161,94,20,119,90
21,518,74,171,79,20,141,90
21,10,106,160,111,30,155,90
21,564,113,179,98,20,188,90
21,376,129,164,95,20,172,90
21,595,131,172,78,20,200,90
21,166,183,159,110,20,262,90
21,500,211,166,94,30,274,90
21,321,218,179,97,10,264,90
21,104,237,173,76,20,278,90
21,202,294,160,108,10,336,90
21,421,300,168,96,10,370,90
21,381,312,183,97,40,359,90
21,189,380,160,107,30,431,90
21,416,393,168,97,10,459,90
21,350,402,184,97,10,451,90
21,425,464,162,107,10,532,90
21,508,487,185,98,20,547,90
21,228,489,164,103,10,558,90
21,17,551,166,105,20,633,90
21,392,575,184,98,10,642,90
21,227,609,174,74,30,649,90
21,137,643,167,105,20,724,90
21,312,671,183,99,20,728,90
21,185,688,174,79,20,760,90
21,177,744,168,108,10,809,90
21,218,773,181,102,20,814,90
21,445,789,177,82,30,847,90
21,235,846,166,113,10,898,90
21,511,941,165,113,20,985,90
