lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
7,800,78,139,250,10,238,90
7,460,105,130,263,10,265,90
7,746,198,127,264,10,358,90
7,563,294,132,267,30,454,90
7,708,390,130,273,30,550,90
7,514,482,132,274,40,642,90
7,504,578,137,272,50,738,90
7,505,687,156,271,10,847,90
7,451,795,173,278,20,955,90
7,519,922,137,288,10,1082,90
7,703,1034,119,276,20,1194,90
7,586,1139,122,261,10,1299,90
7,647,1233,118,261,30,1393,90
7,448,1330,111,261,10,1490,90
7,747,1438,96,251,20,1598,90
7,191,1536,104,252,10,1696,90
7,364,1646,123,250,10,1806,90
7,444,1737,124,250,10,1897,90
7,522,1829,123,252,30,1989,90
7,665,1920,122,253,20,2080,90
7,201,2015,117,252,30,2175,90
7,59,2126,121,232,10,2286,90
7,431,2224,125,225,10,2384,90
7,500,2325,130,235,10,2485,90
7,49,2423,136,240,10,2583,90
7,424,2518,131,240,10,2678,90
7,154,2613,130,245,10,2773,90
7,569,2709,132,251,10,2869,90
7,48,2801,134,251,10,2961,90
7,414,2893,136,250,10,3053,90
7,221,2995,134,261,10,3155,90
7,376,3092,140,265,10,3252,90
7,591,3184,141,263,30,3344,90
7,548,3278,144,261,20,3438,90
7,738,3376,145,253,20,3536,90
7,676,3476,149,244,20,3636,90
