lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
26,0,0,250,250,0,1821,0
26,176,2,248,251,20,32,10
26,793,5,245,251,10,35,10
26,230,12,244,250,10,42,10
26,477,18,265,240,9,48,10
26,779,24,243,248,30,54,10
26,929,31,247,219,17,61,10
26,407,36,214,245,8,66,10
26,871,37,240,250,10,67,10
26,244,39,211,248,26,69,10
26,272,39,236,213,20,69,10
26,727,48,293,228,19,78,10
26,991,52,236,247,20,82,10
26,252,65,234,246,10,95,10
26,101,83,237,254,20,113,10
26,659,100,244,254,20,130,10
26,59,113,246,255,10,143,10
26,149,127,249,258,30,157,10
26,344,134,238,210,30,164,10
26,859,147,237,213,10,177,10
26,291,1258,291,213,23,1288,10
26,427,1271,225,269,30,1301,10
26,214,1284,286,244,31,1314,10
26,590,1301,244,277,18,1331,10
26,757,1590,272,234,26,1620,10
26,735,1606,228,260,12,1636,10
26,795,1707,274,261,20,1737,10
