lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
14,794,877,353,357,20,1005,10
14,509,919,395,340,24,1001,10
14,327,941,397,362,15,1182,10
14,641,1014,362,383,21,1152,10
14,142,1027,380,390,36,1148,10
14,350,1049,400,373,7,1164,10
14,470,1073,371,349,8,1148,10
14,447,1279,371,386,23,1440,10
14,762,1355,348,343,12,1482,10
14,21,1796,343,359,26,1972,10
14,181,1843,390,376,2,1980,10
14,337,1876,362,378,17,2023,10
14,78,1944,367,361,22,2073,10
14,167,2321,326,374,17,2421,10
14,147,2372,371,396,5,2559,10
14,342,2513,372,382,7,2610,10
14,593,2603,348,371,23,2734,10
14,308,2842,366,340,23,3000,10
14,438,2904,336,386,21,3033,10
14,680,2961,380,339,10,3091,10
14,745,3216,352,383,16,3286,10
14,36,3441,343,335,18,3502,10
14,276,3553,362,399,24,3690,10
14,186,4151,390,357,13,4299,10
14,260,4221,359,389,13,4335,10
14,468,4312,381,375,11,4380,10
14,450,4752,330,353,9,4860,10
