lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
7,11,835,436,123,40,966,10
7,500,1139,451,62,5,1240,10
7,776,1262,442,5,16,1421,10
7,75,1339,452,110,14,1504,10
7,538,1563,441,7,20,1690,10
7,274,1625,488,3,3,1700,10
7,708,1734,495,83,32,1912,10
7,488,1780,476,61,36,1930,10
7,450,1807,418,75,11,1896,10
7,319,1827,429,59,9,1964,10
7,357,1848,432,2,20,2004,10
7,630,2005,450,45,24,2144,10
7,717,2011,481,84,17,2154,10
7,373,2066,412,100,1,2161,10
7,92,2083,460,117,14,2196,10
7,877,2162,493,111,26,2286,10
7,783,2201,438,5,18,2311,10
7,15,2364,437,90,12,2435,10
7,217,2439,426,38,23,2551,10
7,425,2938,429,67,16,3040,10
7,742,3162,485,104,21,3314,10
7,81,3167,398,49,21,3288,10
7,853,3240,482,104,19,3339,10
7,676,3242,492,34,5,3362,10
7,894,3496,441,100,31,3611,10
7,26,3649,440,77,14,3775,10
7,856,3656,404,59,13,3768,10
7,659,3918,497,54,14,4027,10
7,948,3994,471,94,30,4117,10
7,661,4047,437,19,15,4185,10
7,496,4264,488,96,22,4386,10
7,416,4270,432,66,30,4419,10
7,119,4372,420,80,24,4522,10
7,637,4480,437,98,16,4549,10
7,148,4505,459,53,20,4592,10
7,636,4520,497,18,10,4641,10
7,245,4708,415,95,15,4825,10
7,396,4922,456,113,17,5015,10
7,63,5113,436,25,19,5266,10
7,98,5177,407,35,11,5250,10
7,620,5178,472,57,17,5301,10
7,838,5522,400,71,17,5574,10
7,65,5547,466,96,22,5639,10
7,344,5835,441,60,21,5954,10
7,651,5876,397,57,17,6052,10
7,430,6362,396,83,15,6449,10
