lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
21,215,165,234,73,8,175,10
21,624,180,262,30,8,190,10
21,465,339,274,7,21,349,10
21,3,428,234,20,15,438,10
21,291,443,236,38,38,453,10
21,268,468,251,70,24,478,10
21,790,471,219,49,23,481,10
21,261,505,226,52,17,515,10
21,791,522,234,37,12,532,10
21,54,530,255,80,11,540,10
21,223,561,223,41,19,571,10
21,486,576,286,44,18,586,10
21,703,590,220,38,32,600,10
21,769,590,266,8,26,600,10
21,617,597,294,13,26,607,10
21,792,616,259,4,26,626,10
21,679,672,244,56,14,682,10
21,89,675,264,69,15,685,10
21,781,683,254,0,4,693,10
21,622,686,220,71,22,696,10
21,549,689,266,13,17,699,10
21,273,711,231,6,32,721,10
21,449,784,236,44,12,794,10
21,731,826,231,76,31,836,10
21,800,954,292,33,13,964,10
21,52,964,244,50,23,974,10
21,27,1026,280,5,9,1036,10
21,784,1041,231,36,34,1051,10
21,107,1092,225,53,23,1102,10
21,126,1126,234,7,10,1136,10
21,633,1131,246,47,18,1141,10
