lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
1,78,50,151,188,18,60,10
1,537,59,146,174,23,69,10
1,765,65,145,165,13,75,10
1,740,66,155,159,15,76,10
1,137,70,143,159,16,80,10
1,80,77,125,182,24,87,10
1,493,92,138,143,17,102,10
1,50,97,117,148,14,107,10
1,499,121,125,122,15,131,10
1,184,172,125,175,20,182,10
1,100,226,137,132,20,236,10
1,723,445,81,156,25,455,10
1,452,467,120,170,24,477,10
1,752,517,102,149,12,527,10
1,453,659,94,165,5,669,10
1,212,672,87,164,11,682,10
1,238,728,124,179,36,738,10
1,140,884,87,147,7,894,10
1,666,889,140,131,34,899,10
1,403,922,96,162,15,932,10
1,591,960,118,122,20,970,10
1,356,1042,107,159,33,1052,10
1,629,1076,116,195,20,1086,10
1,169,1116,103,154,22,1126,10
1,667,1179,102,118,22,1189,10
1,2,1180,123,176,6,1190,10
1,146,1325,123,159,30,1335,10
1,314,1346,159,164,13,1356,10
1,208,1360,135,161,15,1370,10
