lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
20,419,171,369,171,23,181,10
20,732,212,380,126,31,222,10
20,513,223,391,136,33,233,10
20,365,259,371,111,3,269,10
20,477,274,388,106,9,284,10
20,708,280,396,106,18,290,10
20,646,325,374,163,29,335,10
20,565,354,374,175,18,364,10
20,442,410,342,154,25,420,10
20,760,458,399,179,26,468,10
20,573,461,389,171,3,471,10
20,147,477,377,144,23,487,10
20,618,500,381,144,18,510,10
20,520,533,380,145,31,543,10
20,437,541,357,147,23,551,10
20,770,558,349,135,28,568,10
20,734,590,395,113,9,600,10
20,333,668,382,169,23,678,10
20,71,737,378,118,12,747,10
20,547,751,397,133,24,761,10
20,498,778,338,150,16,788,10
20,139,782,366,97,23,792,10
20,278,812,350,131,12,822,10
20,32,820,359,157,5,830,10
20,562,857,400,109,20,867,10
20,522,876,379,126,8,886,10
20,702,908,352,156,6,918,10
20,406,990,395,167,24,1000,10
20,162,1008,344,154,30,1018,10
20,17,1019,343,134,8,1029,10
20,308,1062,369,118,12,1072,10
20,299,1071,362,115,11,1081,10
