lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
14,631,104,96,196,20,264,90
14,147,126,87,204,20,286,90
14,37,130,70,184,20,290,90
14,236,151,74,193,20,311,90
14,2,221,85,208,20,381,90
14,478,251,64,193,10,411,90
14,102,323,73,205,10,483,90
14,726,418,68,204,10,578,90
14,577,511,66,202,20,671,90
14,508,604,68,199,10,764,90
14,32,701,73,195,20,861,90
14,712,795,77,196,20,955,90
14,797,889,78,200,10,1049,90
14,372,986,78,207,10,1146,90
14,138,1080,76,210,30,1240,90
14,343,1172,77,212,10,1332,90
14,675,1592,60,201,20,1752,90
14,319,1689,53,198,10,1849,90
14,683,1783,56,196,10,1943,90
14,623,1880,62,193,40,2040,90
14,292,1974,59,190,10,2134,90
14,680,2092,38,172,10,2252,90
14,34,2204,57,183,20,2364,90
14,468,2298,61,183,10,2458,90
14,67,2390,63,184,10,2550,90
14,340,2488,69,179,20,2648,90
14,672,2583,73,183,20,2743,90
14,564,2678,78,184,20,2838,90
14,305,2772,78,188,10,2932,90
14,502,2870,84,192,10,3030,90
14,687,2906,70,207,20,3066,90
14,144,2963,85,189,40,3123,90
14,12,3001,75,208,30,3161,90
14,634,3056,83,186,10,3216,90
14,795,3095,76,212,10,3255,90
14,385,3152,80,181,10,3312,90
14,43,3188,77,209,20,3348,90
14,253,3245,79,178,20,3405,90
14,393,3285,83,212,20,3445,90
14,3,3339,82,179,30,3499,90
14,316,3437,90,178,40,3597,90
14,699,3453,94,175,10,3613,90
