lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
25,542,254,281,8,19,264,10
25,146,273,276,28,9,283,10
25,438,354,277,41,14,364,10
25,67,469,267,29,33,479,10
25,321,479,248,41,11,489,10
25,420,511,296,15,13,521,10
25,544,518,266,39,6,528,10
25,149,529,274,6,41,539,10
25,571,703,279,36,29,713,10
25,279,708,262,14,21,718,10
25,391,733,244,13,10,743,10
25,211,749,259,14,18,759,10
25,180,771,271,8,36,781,10
25,254,795,296,17,8,805,10
25,124,826,290,37,1,836,10
25,8,828,247,19,21,838,10
25,575,993,264,35,25,1003,10
