lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
1,114,106,356,256,19,136,10
1,556,115,359,287,24,145,10
1,644,117,365,274,14,147,10
1,481,142,385,295,20,172,10
1,909,144,387,297,10,174,10
1,66,154,400,288,30,184,10
1,352,154,400,286,10,184,10
1,894,154,389,300,10,184,10
1,216,165,402,284,30,195,10
1,532,165,390,301,10,195,10
1,960,178,393,301,30,208,10
1,544,179,406,285,20,209,10
1,341,193,410,285,20,223,10
1,755,194,399,301,30,224,10
1,81,209,407,280,10,239,10
1,472,211,395,295,20,241,10
1,329,220,408,279,20,250,10
1,210,226,391,293,20,256,10
1,567,234,405,276,20,264,10
1,416,237,390,294,20,267,10
1,691,250,402,281,20,280,10
1,603,261,401,281,20,291,10
1,678,479,386,245,16,509,10
1,854,582,390,249,21,612,10
1,738,667,360,284,19,697,10
1,494,684,366,288,29,714,10
1,677,786,385,239,21,816,10
1,711,792,352,241,5,822,10
1,181,868,385,285,13,898,10
1,430,994,374,306,4,1024,10
1,222,1099,370,262,15,1129,10
1,338,1418,360,294,9,1448,10
1,541,1423,359,246,18,1453,10
1,801,1522,409,255,23,1552,10
