lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
1,104,54,204,146,30,214,90
1,720,75,194,141,10,235,90
1,179,169,190,141,10,329,90
1,127,262,190,138,10,422,90
1,637,360,183,134,20,520,90
1,181,457,187,129,20,617,90
1,153,865,177,135,10,1025,90
1,429,965,171,143,10,1125,90
1,735,1059,171,147,10,1219,90
1,247,1092,185,175,10,1252,90
1,617,1187,182,171,10,1347,90
1,164,1293,194,160,20,1453,90
1,476,1388,196,164,10,1548,90
1,654,2562,155,159,30,2722,90
1,274,2661,164,156,20,2821,90
1,52,2754,167,156,20,2914,90
1,645,2849,166,151,20,3009,90
1,416,2948,174,153,10,3108,90
1,666,3049,172,164,20,3209,90
1,45,3152,183,156,20,3312,90
1,777,3249,185,162,20,3409,90
