lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
4,229,177,350,105,10,337,90
4,197,192,353,102,20,352,90
4,89,297,368,103,20,457,90
4,425,396,364,95,20,556,90
4,192,492,370,95,20,652,90
4,435,602,386,107,20,762,90
4,641,698,392,106,20,858,90
4,667,794,398,104,30,954,90
4,342,900,384,111,10,1060,90
4,401,993,381,113,10,1153,90
4,184,1093,371,113,30,1253,90
4,125,1192,374,121,30,1352,90
4,18,1289,368,125,10,1449,90
4,209,1386,361,125,10,1546,90
4,479,1489,369,135,10,1649,90
4,758,1588,377,132,20,1748,90
4,30,1682,379,136,20,1842,90
4,40,1773,380,135,20,1933,90
4,329,1875,389,128,30,2035,90
4,544,1971,389,122,20,2131,90
4,659,2071,379,124,10,2231,90
4,72,2163,377,124,10,2323,90
4,721,2257,379,127,20,2417,90
4,732,2332,358,142,30,2492,90
4,707,2348,380,127,20,2508,90
4,495,2440,380,129,10,2600,90
4,727,2533,382,132,30,2693,90
4,417,2631,390,134,20,2791,90
4,650,2728,396,135,30,2888,90
4,632,2823,397,140,20,2983,90
4,120,2923,388,145,40,3083,90
4,141,3024,380,153,20,3184,90
4,82,3128,371,143,20,3288,90
