lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
5,792,362,70,213,10,522,90
5,384,461,64,220,30,621,90
5,507,552,64,219,10,712,90
5,498,662,50,204,20,822,90
5,430,762,40,204,20,922,90
5,298,860,45,210,10,1020,90
5,245,960,53,215,40,1120,90
5,415,1053,54,218,10,1213,90
5,403,1155,46,227,20,1315,90
5,294,1254,50,219,20,1414,90
5,524,1280,78,230,20,1440,90
5,539,1349,54,222,20,1509,90
5,113,1382,66,228,20,1542,90
5,701,1446,61,222,20,1606,90
5,756,1492,57,210,30,1652,90
5,571,1540,59,226,10,1700,90
5,723,1633,56,227,20,1793,90
5,789,1736,53,239,20,1896,90
5,310,1833,46,239,20,1993,90
5,240,1931,41,246,30,2091,90
5,261,2031,50,248,20,2191,90
5,300,2123,51,246,30,2283,90
5,704,2224,60,239,10,2384,90
5,252,2320,64,235,20,2480,90
5,332,2423,76,230,10,2583,90
5,31,2523,72,221,20,2683,90
5,346,2617,76,219,20,2777,90
5,413,2710,74,218,10,2870,90
5,729,2805,69,218,30,2965,90
