lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
1,67,345,265,127,35,436,10
1,497,409,296,156,17,536,10
1,536,417,294,118,13,580,10
1,144,426,273,118,34,539,10
1,643,649,319,160,26,813,10
1,548,1147,326,156,15,1304,10
1,106,1578,308,178,4,1728,10
1,773,1850,297,137,18,1934,10
1,490,2007,285,107,17,2116,10
1,422,2353,320,166,25,2454,10
1,383,2367,277,163,29,2482,10
1,437,2429,246,152,5,2502,10
1,397,2567,277,143,12,2702,10
1,778,2722,310,163,20,2936,10
1,481,3363,273,182,18,3561,10
1,321,3634,271,116,28,3756,10
1,244,4105,285,184,9,4254,10
1,756,4143,325,130,19,4284,10
1,496,4255,321,144,16,4380,10
1,128,4277,294,184,18,4427,10
1,234,4303,303,142,10,4436,10
1,223,4400,285,136,11,4431,10
1,464,4566,256,145,12,4705,10
1,201,5815,279,148,20,5921,10
