lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
15,223,145,130,88,20,305,90
15,485,249,117,92,30,409,90
15,512,277,114,102,20,437,90
15,646,341,116,90,20,501,90
15,711,368,114,103,20,528,90
15,14,435,113,92,30,595,90
15,93,529,110,89,10,689,90
15,180,622,108,87,20,782,90
15,41,716,110,84,10,876,90
15,739,808,109,82,10,968,90
15,565,901,107,84,10,1061,90
15,61,948,96,104,20,1108,90
15,532,992,106,83,10,1152,90
15,62,1101,112,65,30,1261,90
15,54,1206,127,62,10,1366,90
15,698,1305,121,56,20,1465,90
15,35,1411,106,50,20,1571,90
15,97,1515,93,55,20,1675,90
15,725,1613,86,59,10,1773,90
15,648,1826,90,66,20,1986,90
15,44,1919,93,65,40,2079,90
15,286,2018,100,71,20,2178,90
15,606,2120,93,80,30,2280,90
15,791,2211,92,80,20,2371,90
15,574,2305,94,84,20,2465,90
15,706,2397,92,84,10,2557,90
15,213,2492,89,87,20,2652,90
15,529,2585,92,88,10,2745,90
15,642,2801,97,91,20,2961,90
15,681,2897,98,86,30,3057,90
15,506,2989,99,84,10,3149,90
15,232,3093,108,95,20,3253,90
15,578,3187,105,98,30,3347,90
15,174,3283,110,101,10,3443,90
15,736,3285,87,71,10,3445,90
15,363,3389,126,103,10,3549,90
