lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
26,755,84,271,154,10,114,10
26,728,85,270,151,20,115,10
26,710,95,272,154,20,125,10
26,401,110,276,157,20,140,10
26,67,113,294,136,10,143,10
26,717,115,298,138,20,145,10
26,655,123,277,154,20,153,10
26,281,124,298,137,10,154,10
26,484,124,294,118,13,154,10
26,222,136,297,135,30,166,10
26,120,137,281,155,10,167,10
26,138,151,300,132,10,181,10
26,354,152,278,159,10,182,10
26,70,165,302,136,20,195,10
26,7,166,277,163,10,196,10
26,542,168,319,160,26,198,10
26,610,181,273,160,10,211,10
26,219,186,310,143,20,216,10
26,742,192,272,161,20,222,10
26,656,202,304,141,10,232,10
26,763,207,268,160,20,237,10
26,512,216,301,139,30,246,10
26,268,218,267,161,10,248,10
26,106,229,299,141,10,259,10
26,352,242,300,144,10,272,10
26,483,398,308,178,4,428,10
26,430,458,297,137,18,488,10
26,748,850,273,182,18,880,10
26,500,1030,285,184,9,1060,10
26,24,1038,325,130,19,1068,10
26,535,1064,321,144,16,1094,10
26,709,1089,285,136,11,1119,10
26,380,1144,256,145,12,1174,10
26,721,1167,319,113,26,1197,10
