lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
23,657,178,241,360,20,338,90
23,73,198,252,365,30,358,90
23,589,274,240,366,20,434,90
23,730,291,251,368,20,451,90
23,594,373,244,358,10,533,90
23,670,392,241,366,30,552,90
23,47,490,237,373,30,650,90
23,601,596,226,385,10,756,90
23,636,691,231,385,20,851,90
23,198,783,230,387,20,943,90
23,238,879,227,392,20,1039,90
23,520,982,238,399,20,1142,90
23,331,1078,241,394,10,1238,90
23,762,1173,239,389,10,1333,90
23,609,1264,240,389,10,1424,90
23,489,1360,246,390,20,1520,90
23,290,1446,254,373,10,1606,90
23,370,1461,255,384,10,1621,90
23,775,1548,249,384,20,1708,90
23,182,1553,256,386,20,1713,90
23,612,1647,258,387,10,1807,90
23,166,1650,261,391,30,1810,90
23,380,1746,256,396,20,1906,90
23,452,1747,266,395,10,1907,90
23,366,1839,267,393,30,1999,90
23,621,1854,273,393,20,2014,90
23,626,2061,270,386,20,2221,90
23,397,2157,264,384,20,2317,90
23,85,2350,265,377,30,2510,90
23,469,2443,264,375,20,2603,90
23,230,2542,256,370,40,2702,90
23,105,2643,248,377,20,2803,90
23,684,2748,237,366,20,2908,90
23,70,2844,234,361,30,3004,90
