lbl,CUST NO.,READY TIME,XCOORD.,YCOORD.,DEMAND,DUE DATE,SERVICE TIME
9,154,28,169,171,30,93,90
9,598,30,155,180,30,90,90
9,475,91,169,173,10,150,90
9,158,95,149,183,10,159,90
9,358,180,170,174,20,244,90
9,75,194,150,184,20,243,90
9,50,274,168,176,20,335,90
9,282,279,149,186,20,342,90
9,36,369,167,176,20,422,90
9,127,371,147,185,10,435,90
9,474,461,167,179,20,517,90
9,33,464,145,184,10,527,90
9,163,552,165,182,10,613,90
9,562,558,145,183,10,615,90
9,146,646,163,180,30,703,90
9,56,649,144,182,30,707,90
9,529,726,145,182,10,812,90
9,188,736,159,177,30,803,90
9,316,836,147,178,10,890,90
9,334,929,144,173,20,988,90
